predicted_drug,log_ratio_1,log_ratio_2,log_ratio_3,log_ratio_4,log_ratio_5,log_ratio_6,log_ratio_7,log_ratio_8,log_ratio_9,log_ratio_10,log_ratio_11,log_ratio_12,log_ratio_13,log_ratio_14,log_ratio_15,log_ratio_16,log_ratio_17,log_ratio_18,log_ratio_19,log_ratio_20,log_ratio_21,log_ratio_22,log_ratio_23,log_ratio_24,log_ratio_25,log_ratio_26,log_ratio_27,log_ratio_28,log_ratio_29,log_ratio_30,log_ratio_31,log_ratio_32,log_ratio_33,log_ratio_34,log_ratio_35,log_ratio_36,log_ratio_37,log_ratio_38,log_ratio_39,log_ratio_40,log_ratio_41,log_ratio_42,log_ratio_43,log_ratio_44,log_ratio_45,log_ratio_46,log_ratio_47,log_ratio_48,log_ratio_49,log_ratio_50,log_ratio_51,log_ratio_52,log_ratio_53
-5.6202083,0.5524082999999997,0.5889082999999999,0.6196082999999994,0.7171082999999996,0.6150082999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.609626,0.14992599999999978,0.24712599999999973,0.5511259999999991,0.6942259999999996,0.3562259999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.5394382,-0.1007617999999999,-0.5701618000000002,0.47243820000000003,-0.05576179999999997,0.4321381999999998,0.12373820000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.5364285,-0.15533589999999986,-0.36019889999999943,-0.35428999999999977,-0.2840024999999997,-0.5703091999999996,-0.4992459,-0.25973389999999963,-0.9682491999999998,-1.2692791999999997,-0.3314271,-0.2890232999999993,-0.4106083999999992,0.9912285000000001,0.9429285000000007,-0.06387149999999941,-0.024271499999999335,-0.08887149999999977,-0.41827149999999946,-0.2513714999999994,0.5200285000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.5265675,-0.5086921580000006,-0.530779688,-0.5540510310000002,-0.6671982430000005,-0.5871561550000006,-0.6324361359999999,-0.6569790770000008,-0.799085839,-0.9193796710000006,-0.5195955210000003,-0.5422595060000006,-0.609206296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.506731,0.24313099999999999,0.3622310000000004,0.6888310000000004,0.8495310000000007,0.2959310000000004,0.46283100000000044,0.35353100000000026,0.3080310000000006,0.2904309999999999,0.06903099999999984,0.40273100000000017,0.8800310000000007,0.6805310000000002,0.2790310000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.495571,0.10307099999999991,0.10937100000000033,0.060271000000000186,0.12497100000000039,0.3229709999999999,0.6886710000000003,0.08887100000000014,0.04577100000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.4936113,-0.0292886999999995,0.025111300000000725,0.10641130000000043,0.6754113000000004,0.8534113000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.4642687,0.6195687000000003,0.2771686999999998,0.07706869999999988,-0.04293130000000023,-0.030631300000000472,-0.08853130000000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.441842,-0.4375580000000001,-0.3878579999999996,-0.2681579999999997,-0.20985799999999966,0.05984200000000062,-0.08835799999999949,0.2067420000000002,0.31284200000000073,0.672542,0.5591420000000005,0.3405420000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
