SMILES,predicted_value,value
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-4.965483189,-4.9743
,-4.927239418,-4.7219
,-4.909159184,-4.6249
,-4.960403442,-4.9686
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,-5.545089245,-5.4597
,-5.004253387,-5.3625
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,-4.953034401,-5.0585
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,-4.9379673,-4.9154
,-5.021622181,-5.2534
,-5.51813364,-5.6108
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,-4.932229996,-5.2055
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.89570713,-5.0114
Oc1nc2ccccc2n1CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,-4.850898743,-5.1273
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-4.906460762,-5.3261
,-5.446976185,-5.2351
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,-5.014431,-5.129
,-4.962255478,-4.7693
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,-4.918379784,-4.8827
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,-4.986365795,-5.1013
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,-5.016318798,-4.5079
Cc1ncc(CO)c(CO)c1O,-4.803234577,-4.3794
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-4.788467407,-4.3
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,-4.782592297,-4.238
,-4.806923866,-4.4094
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,-5.082383633,-5.4881
,-5.605257511,-5.3969
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,-5.930696964,-5.439031205
,-5.317286968,-4.954242509
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-5.262029171,-4.84703254
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-5.616337299,-5.763910811
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,-5.884176254,-5.377325553
,-5.302052021,-5.026102803
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-5.059624672,-4.793623937
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,-5.520913124,-5.067
,-6.184417248,-6.0405
COc1cc2c(cc1OC)[C@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2,-5.653112888,-5.6813
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,-5.621662617,-5.3413
,-5.555161476,-5.5952
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,-4.982494354,-5.1073
,-5.314565182,-5.4157
,-6.212392807,-7.4815
,-6.210382462,-7.4202
,-6.188526154,-7.3565
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,-6.018817425,-7.3188
,-6.761152744,-6.7959
,-6.761734486,-6.7212
,-6.731453896,-6.6198
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-6.691235065,-6.5376
,-6.790732384,-6.9208
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-6.779028416,-6.8239
C[N+](C)(C)CCO,-6.754848003,-6.7696
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-6.713232994,-6.699
,-6.782046318,-6.9208
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,-6.775645733,-6.8239
,-6.755570889,-6.7447
,-6.700232983,-6.6778
,-5.240751266,-5.7891
CN(C)CCOC(c1ccccc1)c1ccccc1,-5.168326855,-6.9351
,-5.335834026,-7.4771
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-5.318007469,-6.2039
,-5.282587528,-5.6059
,-5.347969055,-5.8223
O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-5.347969055,-6.9012
,-5.347969055,-6.051
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,-5.27431345,-7.301
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-5.27431345,-6.9988
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,-5.079584122,-5.7724
,-5.079584122,-6.3618
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,-5.152414799,-6.373
,-5.286909103,-4.853871964
,-5.328015327,-4.866461092
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,-5.420185566,-5.698970004
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,-5.387258053,-5.508638306
,-5.371317387,-5.148741651
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-5.444602966,-5.244125144
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,-5.542868137,-6.1427
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-5.275997162,-5.9208
,-5.248433113,-5.7696
,-4.888522625,-4.8356
,-4.749427795,-4.6383
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.537136555,-5.7959
,-5.474361897,-5.3372
CNCCCN1c2ccccc2CCc2ccccc21,-5.240037441,-5.6198
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-4.88975811,-4.8477
,-4.700687408,-4.6757
CN(C)C(=N)NC(=N)N,-5.498862267,-5.5229
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-5.327270031,-5.4685
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,-5.248717785,-5.3872
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.93255043,-4.8182
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-4.762878418,-4.6402
C[C@H]1CNCCc2ccc(Cl)cc21,-5.388121128,-5.1192
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,-5.369469643,-4.7545
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,-5.382685184,-4.8069
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,-5.103255749,-4.6364
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,-4.936523438,-4.5952
,-5.306742668,-4.9706
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-5.439520836,-4.7799
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,-5.273827076,-5.0044
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.815393448,-4.9136
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,-4.630764484,-4.5467
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-5.539449692,-5.3925
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,-5.539449692,-5.3862
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,-5.658504963,-5.4353
CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,-5.771290779,-5.3706
,-5.678053856,-5.1726
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-5.180535316,-4.8069
,-5.65128231,-5.4067
,-5.721370697,-5.4498
,-5.673832893,-6.022276395
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-5.058917046,-4.559090918
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,-5.532910824,-5.9914
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,-4.865362167,-4.7799
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-4.758694172,-4.581698709
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,-5.333008289,-6.1549
,-5.058755875,-4.6596
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,-5.325782299,-5.3468
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,-5.063399792,-5.0132
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-4.836368084,-4.5376
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-4.734715939,-4.1965
,-4.610305309,-4.6778
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-4.58309269,-4.6968
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,-4.663779259,-4.6576
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-4.603281498,-4.8239
Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,-5.333008289,-6.1549
Clc1cccc(Cl)c1N=C1NCCN1,-5.099407196,-5.0044
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,-5.058755875,-4.6596
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-5.098142624,-4.4271
,-5.081172943,-4.2154
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,-5.106419086,-4.5452
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,-5.347671986,-6.1549
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,-5.115775585,-4.9136
,-5.07602644,-4.7721
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,-5.115623474,-4.6819
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.098741531,-4.6234
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,-5.123273849,-4.3468
,-5.462953091,-6.1549
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,-5.282790184,-5.3979
,-5.254117489,-4.1662
,-5.301101208,-4.1537
,-5.358092308,-6.1549
,-5.208336353,-5.3565
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-5.149152756,-4.2684
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,-5.179572105,-5.2798
CC(=O)NCCCS(=O)(=O)O,-5.181321144,-4.8601
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,-5.178636074,-4.4498
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,-5.096679211,-5.3401
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-5.097176552,-4.821
CC(C)c1cccc(C(C)C)c1O,-5.096053123,-5.3799
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,-5.097024918,-4.9586
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-4.871894836,-4.6308
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O,-5.044854641,-6.0088
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,-5.044149876,-5.6198
CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-5.048908234,-5.2924
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-5.733828545,-6.1739
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,-5.148132801,-4.8069
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-5.149759769,-4.6882
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,-5.162950993,-4.6716
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-5.68471241,-5.6576
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-5.367414474,-5.458
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-5.342315674,-5.3484
CCCc1cc(=O)[nH]c(=S)[nH]1,-5.322109222,-5.2785
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,-5.381551266,-5.424
