value,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi3v,Chi4n,HallKierAlpha,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHDonors,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_oxime,fr_para_hydroxylation,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,MACCS_8,MACCS_11,MACCS_19,MACCS_22,MACCS_23,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_33,MACCS_34,MACCS_36,MACCS_37,MACCS_38,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_52,MACCS_53,MACCS_54,MACCS_56,MACCS_57,MACCS_62,MACCS_63,MACCS_66,MACCS_70,MACCS_71,MACCS_72,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_79,MACCS_80,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_102,MACCS_103,MACCS_104,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_125,MACCS_126,MACCS_128,MACCS_129,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166
-6.301029996,10.6811319,0.075648148,-3.575138889,0.580550982,11.36363636,164.145,0.398727721,0.237547699,1.090909091,1.909090909,32.23311532,10.3191943,2.044419361,-1.961537399,2.082599245,-2.112708932,7.887590777,0.597593697,1.860763872,3.201515931,341.349962,2.137863786,0.657506159,-1.07,5.733667477,0,0,10.02329115,0,0,0,13.55677072,0,0,0,24.26546827,5.687386275,4.895483476,8.417796984,15.71067743,0,0,5.138973738,4.895483476,5.733667477,0,10.87264121,5.687386275,0,0,8.417796984,10.02329115,0,0,0,0,86.18,10.02329115,8.417796984,0,4.895483476,5.687386275,0,24.26546827,0,0,0,10.87264121,21.36226379,0,0.075648148,4.838240741,5.845791761,0,5.703194444,0,0,-3.575138889,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,-0.0838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
-5.443697499,11.00327499,0.159869615,-3.568380456,0.769011588,12.8,212.189,0.327164974,0.2375455,1.133333333,1.933333333,32.23311564,10.18328797,2.104051458,-2.233567119,2.110586819,-2.327656817,7.887586154,-0.883504849,1.996827377,2.917375953,429.4853471,2.838031791,1.332264057,-0.91,4.483030858,6.544756406,0,10.02329115,0,0,0,13.55677072,0,0,12.13273414,12.13273414,5.563451492,26.03849942,12.90082784,10.02329115,0,0,5.138973738,11.44023988,21.14301595,0,5.138973738,0,0,0,34.04384379,16.56804756,0,5.563451492,0,0,60.16,10.02329115,8.417796984,0,4.895483476,0,16.59123876,0,24.26546827,0,21.14301595,5.138973738,22.80686909,0,0.159869615,5.002397723,1.0925,0,6.67375,0,0.852082389,2.662531179,0.4,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0.5402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
-5.522878745,10.88653534,0.200277778,-3.731342593,0.68443717,12.07692308,190.163,0.327577517,0.271326548,1.307692308,2.615384615,32.23313425,10.31130071,2.118720115,-1.864284539,2.115303622,-2.131390748,7.885360386,0.590799471,2.453295385,2.767072116,510.6179261,2.369495068,1.064140979,-1.4,4.983978521,0,0,5.156436482,10.02329115,0,0,18.54074924,0,0,12.13273414,12.13273414,0,11.03340144,8.417796984,21.05669259,0,9.967957042,5.138973738,5.156436482,0,0,5.138973738,0,0,0,18.38575403,10.02329115,0,0,0,11.03340144,88.84,10.02329115,8.417796984,0,5.156436482,11.03340144,0,0,24.26546827,0,9.967957042,5.138973738,21.77307067,0,6.426898148,4.698808579,1.248194444,0,7.001037415,0,0,-3.731342593,0,5,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,0.2103,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
-5.823908741,11.73668127,0.262075749,-0.262075749,0.578688143,10.52631579,240.177,0.460732709,0.337667198,1.263157895,2.526315789,16.53335499,10.17540931,2.061757627,-2.101156755,2.103258453,-2.196843968,5.893155795,0.048166078,2.390447325,2.394548172,374.2368935,2.751713781,1.53791314,-1.55,14.95356129,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,13.34455882,44.78163386,18.77689909,5.563451492,9.531400138,11.65669156,0,4.899909731,0,19.76538045,39.10852735,0,5.316788604,5.687386275,0,0,44.66095376,4.736862954,0,30.12336912,0,0,41.57,0,4.794537184,0,5.969305288,12.17033346,25.19772071,6.420821623,12.13273414,31.12798783,12.2405258,4.736862954,5.176292512,0,13.71686879,3.311027281,1.637119604,-0.262075749,7.425538549,2.317076379,4.280133349,3.898019288,0.533333333,4,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,2.617,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-6.283996656,10.97178556,0.054234517,-1.440677402,0.174006568,52.6875,430.224,0.393567282,0.18564759,0.71875,1.84375,16.71891655,9.838839078,2.49714514,-2.474245205,2.302865892,-2.67803874,5.006772201,-0.31447022,2.747241931,1.699170647,607.1880035,6.414988289,4.428017313,-0.56,73.14842618,36.62379833,12.58005346,0,0,0,0,0,0,0,0,12.84164325,18.62843806,30.8984964,44.48008879,0,0,0,28.66833739,98.42079112,13.15163837,0,28.66833739,0,0,0,124.2634232,18.94745182,0,12.84164325,0,0,268.17,92.18602984,25.53263697,0,19.38639965,0,0,0,0,0,0,47.6157892,22.71631712,0,0,50.70976491,29.76995332,0,-3.266625685,-10.7638016,-0.498941392,0,1,14,1,2,3,0,14,0,10,2,6,1,2,3,0,0,3,-6.2958,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
-4.853871964,17.13308835,0.010915769,-1.976123748,0.693507841,52.09677419,403.256,0.3897124,0.192756559,1.258064516,2.64516129,19.14766252,9.443405548,2.794554941,-2.623638436,2.718297957,-2.695228901,6.009477117,-0.245787884,3.09372485,1.636899669,925.0303087,9.191744755,7.926171568,-1.41,19.6867807,6.606881965,28.62341168,0,0,0,9.589074368,4.390415048,0,0,18.57286184,64.52444435,16.74788698,12.20793278,33.66627011,11.56648989,0,0,22.66579303,82.64308985,6.606881965,0,0,4.390415048,0,0,57.6512812,19.06280028,22.66579303,53.37823529,0,0,93.06,58.40286845,19.80212916,4.390415048,18.12197262,19.26246487,5.57310453,12.15204021,26.84723171,6.9237372,0,9.473725908,29.5117441,0,25.09177093,21.18478207,-4.660172299,-2.457414365,0,3.998946984,6.413675909,0,0.75,6,4,1,5,0,8,0,2,1,2,3,1,4,0,0,5,2.4188,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
-4.88941029,10.37967593,0.150462963,-3.614583333,0.589024887,11.66666667,162.175,0.266779854,0.222502718,1.666666667,2.555555556,32.2479744,11.57013514,2.093317275,-1.827787745,2.050994146,-2.110012753,7.906458737,0.595521655,2.077082558,3.200427889,274.7712093,2.620451644,0.286902978,-0.53,0,5.510539274,0,4.339655681,10.02329115,0,0,13.55677072,0,10.19736362,11.33678588,0,0,0,8.417796984,21.36007703,0,10.19736362,5.138973738,4.339655681,0,0,5.138973738,0,0,11.33678588,18.6151606,10.02329115,0,0,0,0,85.94,10.02329115,8.417796984,0,4.339655681,0,11.33678588,5.510539274,0,0,15.33633735,0,20.60888889,0.894675926,0,11.22238426,1.305300926,0,0,0,0,-3.614583333,0,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,-0.8145,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
-4.638272164,12.37501561,0.198900227,-0.568495344,0.772957406,34,328.242,0.468712796,0.311086056,1.307692308,3,16.52523932,9.646026525,2.490732002,-2.50460444,2.488032029,-2.528563196,5.847460948,-0.159778349,3.049337387,1.522484473,844.893811,7.021976395,5.803663075,-1.85,14.82736887,0,0,0,0,5.969305288,9.694446915,0,0,0,18.19910121,49.14891714,29.68636574,25.1735108,14.63792753,16.87223022,0,9.883888252,17.75371814,37.82909371,20.19931035,0,0,0,0,0,47.26299768,15.95222176,17.75371814,36.56168518,0,10.90292493,65.56,6.103966388,9.901064579,0,17.80511738,18.3805685,32.35197768,29.27010196,0,0,34.14935653,4.736862954,5.042281762,0,18.62289574,11.82377708,3.958819733,0.054143702,8.83093896,3.1366515,2.095765464,1.434726054,0.571428571,5,1,2,3,1,5,0,2,3,1,1,1,2,0,0,5,2.6471,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-6.248720896,11.47802431,0,-4.666666667,0.017697407,23.18571429,1132.812,1,0.394346529,0.785714286,1.442857143,126.9040006,9.836192198,2.465666311,-2.363240097,2.573496447,-2.996014911,7.794674992,-0.671137532,3.614102869,0.000000321,2181.557141,16.19919795,9.16981562,-2.58,62.91287624,7.047671983,12.39368714,9.637590728,0,29.93337348,13.67054803,14.15617402,18.93226777,0,88.48946895,119.4653765,44.45332547,23.61386416,99.8720466,70.95079373,0,9.799819462,12.20338471,122.6906256,28.31493905,0,28.54373977,0,0,42.398582,128.4244716,50.42343145,0,116.702929,0,0,266.37,51.4067763,19.26065005,0,23.97664013,36.00317541,30.90994956,68.70807655,13.8474744,60.40666118,72.13898066,68.04784022,51.53364198,15.82256944,35.75238461,37.34793789,5.341045918,-2.709203725,22.97388584,15.2162213,3.519859536,0.173879433,0.555555556,19,0,4,4,1,7,4,6,5,10,0,4,4,0,7,7,5.1243,0,1,0,0,1,0,0,2,2,0,0,4,0,0,0,0,0,0,3,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
-4.299296283,13.96663643,0.396481481,-0.956610082,0.893750443,12.11111111,231.161,0.480788492,0.310187148,1.166666667,2.388888889,19.14219092,9.969310126,2.152651057,-2.090853749,2.256718841,-2.072241649,5.758291141,-0.137863054,2.382648235,2.401363872,563.9612141,2.948361326,1.795097563,-2.16,5.106527395,5.817220841,0,0,0,5.969305288,4.794537184,4.390415048,0,0,42.46456948,24.11700725,5.563451492,5.917906046,14.29147963,5.969305288,0,0,0,12.84164325,0,11.12690298,0,4.390415048,0,0,11.07583268,4.794537184,5.817220841,18.40509474,0,11.12690298,37.3,17.70443218,9.184952232,0,0,11.12690298,5.563451492,6.066367068,19.05647134,30.33183534,0,5.106527395,13.96663643,0,10.84349226,8.89020622,1.737174036,-2.05742179,13.74561012,0,1.540969388,0,0.133333333,2,0,0,0,0,1,0,1,0,3,0,0,0,0,1,2,3.6808,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0
-5.823908741,14.98365316,0.043358791,-1.315329409,0.874739826,20.26923077,341.213,0.486916991,0.340723138,1.307692308,2.653846154,19.14222038,10.05254782,2.303971359,-2.365850277,2.415025944,-2.448220384,5.968800079,0.069401028,2.600812137,2.004088915,963.2881483,5.191841671,3.688770166,-2.61,24.21030946,17.85771973,11.56673267,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,0,20.03777625,32.3758692,16.94476576,19.02834258,22.55961649,0,9.467009379,0,12.96557803,44.7334893,5.749511833,15.06556308,10.07780132,5.749511833,0,60.37642163,0,5.817220841,23.3235667,0,10.90292493,75.01,17.21531652,19.08601681,0,23.5983985,30.04311164,19.15587988,6.196843572,4.567099648,18.87131891,4.899909731,4.736862954,22.55668344,0,28.08537166,9.36341054,-0.223816801,-1.542656507,0.994074442,1.342611961,5.07571034,2.015277596,0.444444444,7,0,2,2,1,1,0,1,3,2,0,1,1,0,1,4,1.544,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-5.460923901,10.74650782,0.223426022,-0.548429521,0.637673978,12.42105263,244.165,0.490849109,0.221339043,1.368421053,2.526315789,16.4892018,10.13542851,2.058698782,-2.14659039,2.122770003,-2.346749086,5.760774776,-0.11689712,2.345334627,2.346203475,390.1824796,2.505817682,1.527798547,-1.59,20.89384643,18.46036019,0,5.907179729,0,0,4.794537184,0,0,0,25.98020854,17.69618563,12.58659724,6.420821623,14.63792753,5.907179729,0,5.316788604,5.733667477,32.41410324,13.15163837,5.749511833,15.78731903,0,5.749511833,0,36.31115271,11.21535881,0,19.41092589,0,0,84.58,6.103966388,9.901064579,0,18.93488332,18.33610907,5.563451492,0,24.26546827,13.8474744,5.316788604,10.47053043,5.453870937,0,10.74650782,12.81508527,5.95737719,0.306173849,7.446397675,-0.3250035,4.766257426,0,0.5,5,0,0,0,0,1,0,3,0,8,0,0,0,0,1,1,0.4521,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-5.440093375,9.946664305,0.025666754,-0.580125766,0.790985308,17.80952381,292.235,0.471597147,0.270459241,1.380952381,2.761904762,32.1406825,10.10236769,2.2053326,-2.267289387,2.257748067,-2.421922911,6.991050423,0.097461445,2.912960085,1.815875287,429.2960174,3.535449743,1.893136733,-0.96,24.79695164,12.71084835,0,5.817862778,5.879988336,0,0,0,4.373539981,4.373539981,0,20.7712116,25.17319447,24.94195127,14.5802533,17.54605012,0,14.06386857,0,32.41410324,44.35482484,5.879988336,14.95356129,5.817862778,5.879988336,11.72818735,64.95141411,4.736862954,0,20.7712116,0,0,79.74,6.103966388,5.106527395,0,12.14580722,25.63850867,30.63556293,0,0,0,39.7349899,9.473725908,19.39405235,1.124401193,2.099323743,13.18600503,-0.025666754,1.246286336,0,-0.580125766,9.805723865,0,0.846153846,7,0,1,1,1,1,0,2,2,6,0,1,1,0,0,2,0.5025,0,1,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
-4.638272164,11.87378562,0.028461835,-0.570024802,0.873970594,16.47619048,266.191,0.490534003,0.162799406,1.333333333,2.80952381,16.4897524,9.899145313,2.204987837,-2.235545212,2.290828425,-2.420695392,5.985808953,0.095686726,2.424987231,1.947231491,505.2469514,3.563302835,2.449272141,-1.39,15.16017895,18.46036019,5.783244946,0,0,0,4.794537184,0,0,0,12.13273414,39.67922191,29.63140626,0,14.63792753,5.783244946,0,5.316788604,0,51.67656811,13.15163837,5.749511833,10.05365156,0,5.749511833,0,35.68430235,6.420821623,0,49.53429501,0,0,58.56,6.103966388,9.901064579,0,17.92905216,12.96557803,29.71805806,0,0,18.19910121,26.0880002,4.736862954,5.737531179,0,11.87378562,13.21862053,1.740785286,0.923154057,5.583120551,1.793570357,6.879432416,0,0.588235294,4,1,0,1,0,1,0,2,0,5,0,0,0,0,0,2,2.3334,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-4.832682665,9.803083243,0.30909346,-0.488055039,0.616439183,16,278.202,0.490849113,0.118956222,1.227272727,2.590909091,16.4897639,10.14528378,2.203280809,-2.147692313,2.282760694,-2.346724177,5.269300962,0.104422041,3.326189497,1.602767026,414.8453745,3.71301427,2.099967331,-1.1,19.89704191,18.46036019,0,0,0,0,0,0,0,0,25.98020854,42.87655654,19.1934792,6.606881965,14.5802533,0,0,5.316788604,5.917906046,45.25574649,26.3654023,5.749511833,10.05365156,0,5.749511833,0,43.61773691,11.15768458,5.917906046,32.25256914,0,0,50.72,6.103966388,5.106527395,0,0,19.1934792,31.30200343,18.40509474,0,12.13273414,31.29699714,9.473725908,11.24477964,0,0,12.99078848,1.254786901,1.6237359,8.41378555,3.126115851,6.679341014,0,0.666666667,4,1,0,1,0,1,0,2,0,11,1,0,1,0,1,2,2.3934,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
