value,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi3v,Chi4n,HallKierAlpha,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHDonors,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_oxime,fr_para_hydroxylation,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,MACCS_8,MACCS_11,MACCS_19,MACCS_22,MACCS_23,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_33,MACCS_34,MACCS_36,MACCS_37,MACCS_38,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_52,MACCS_53,MACCS_54,MACCS_56,MACCS_57,MACCS_62,MACCS_63,MACCS_66,MACCS_70,MACCS_71,MACCS_72,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_79,MACCS_80,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_102,MACCS_103,MACCS_104,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_125,MACCS_126,MACCS_128,MACCS_129,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166
-6.455931956,11.23715505,0.135392881,-3.853336946,0.705842933,13.15,322.332,0.507964294,0.266790651,1.3,2.65,32.24802586,10.29389775,2.163628111,-1.918286376,2.178877244,-2.138393959,7.908130421,0.475137148,2.931705399,2.166352257,935.2772696,5.271603308,1.386960455,-1.82,5.106527395,5.749511833,0,14.10193126,10.02329115,0,0,18.54917545,8.888937875,5.098681808,11.33678588,24.26546827,11.53248661,5.687386275,13.52432438,43.54082284,0,13.98761968,10.13137847,4.339655681,0,5.749511833,9.940376391,5.687386275,5.749511833,22.86927249,27.51194406,10.02329115,0,0,0,4.960872923,122.94,10.02329115,13.52432438,0,10.08916751,15.44966185,22.86927249,16.64813203,12.13273414,0,14.46462652,5.138973738,27.64672649,1.960186156,5.095486846,18.10730066,0.588894085,0.135392881,6.236016498,0,0,-3.853336946,0,8,0,0,0,2,0,0,2,2,2,0,0,0,0,0,3,0.4377,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
-5.193820026,13.08167468,0.24676645,-3.881377367,0.752325523,13.2,325.331,0.266790651,0.222502589,1.4,2.9,32.2480259,10.30215872,2.163981475,-1.90959265,2.166663371,-2.138519988,7.908130139,0.594397825,2.905144264,2.195376956,955.2821571,5.230094784,1.405461455,-1.69,0,5.817220841,0,14.10193126,10.02329115,0,0,22.9395905,8.888937875,5.098681808,17.40315295,18.19910121,11.53248661,5.687386275,12.80821203,43.54082284,0,13.98761968,10.13137847,4.339655681,0,0,9.940376391,10.07780132,0,22.86927249,22.40541667,10.02329115,5.817220841,0,0,4.960872923,102.71,15.84051199,12.80821203,0,4.339655681,15.44966185,22.86927249,22.7144991,6.066367068,0,14.46462652,5.138973738,40.5683915,1.868524607,4.859037698,8.84970517,0.382597789,-0.416192602,5.685979875,0,0,-3.881377367,0,7,0,0,0,2,0,0,1,2,2,0,0,0,0,0,3,0.8712,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
-5.387216143,12.80509746,0.23300359,-3.869865872,0.752325523,13.2,325.331,0.266790651,0.222502589,1.3,2.65,32.2480259,10.30325993,2.1636864,-1.906049018,2.164752631,-2.138452749,7.908130133,0.594360834,2.931705399,2.166352257,938.0321571,5.248520267,1.375418934,-1.69,0,5.817220841,0,14.10193126,10.02329115,0,0,22.9395905,8.888937875,5.098681808,11.33678588,24.26546827,11.53248661,5.687386275,12.80821203,43.54082284,0,13.98761968,10.13137847,4.339655681,0,0,9.940376391,10.07780132,0,22.86927249,22.40541667,10.02329115,5.817220841,0,0,4.960872923,102.71,10.02329115,12.80821203,0,10.15687652,15.44966185,22.86927249,28.78086617,0,0,14.46462652,5.138973738,40.34810481,1.908936156,4.974423606,8.869208948,0.508894085,-0.364607119,5.541572053,0,0,-3.869865872,0,7,0,0,0,2,0,0,1,2,2,0,0,0,0,0,3,0.8712,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0
-5.236572006,11.32410443,0.178513232,-3.835325391,0.746945427,12.95454545,344.362,0.377659414,0.266790651,1.272727273,2.545454545,32.2480261,10.25511244,2.164065108,-2.109096593,2.187707693,-2.138815803,7.908133217,0.594401566,3.008432903,2.070859779,980.9311364,5.788001087,1.685102852,-1.82,4.899909731,0,0,14.10193126,10.02329115,0,0,18.54917545,8.888937875,5.098681808,11.33678588,24.26546827,31.31521685,5.687386275,8.417796984,49.22820912,0,13.98761968,10.13137847,4.339655681,18.9952537,0,14.84028612,11.37477255,0,22.86927249,36.50076063,10.02329115,0,0,0,4.960872923,105.95,10.02329115,8.417796984,0,4.339655681,9.762275576,34.24404504,4.515397894,0,43.26072197,14.46462652,5.138973738,27.98699831,2.055816109,7.349685799,9.028618328,1.791694374,0,7.624905387,0,0,0.078948359,0.181818182,8,0,0,0,2,0,0,1,2,3,0,0,0,0,0,3,0.7981,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
-4.958607315,11.26750614,0.050601852,-3.959441964,0.722275402,14.05882353,334.573,0.299969806,0.267469482,1.529411765,2.411764706,35.58251839,10.71064744,2.302777571,-2.019533442,2.266796756,-2.217756246,7.906410151,-0.11678185,2.450644126,3.310716041,611.0856586,4.164881674,0.690226207,-0.19,0,0,0,9.141058334,19.72300682,0,4.794537184,18.23857366,4.992404733,5.098681808,46.13960555,0,7.047671983,0,13.21233417,62.07007643,0,9.780484743,17.17905045,8.132191616,0,0,9.940376391,0,0,46.13960555,27.89799739,21.86550032,0,0,0,0,107.41,24.0626625,13.21233417,0,4.801402653,11.33678588,4.681802935,7.047671983,0,0,10.09108654,39.94179341,20.41548258,16.49286663,14.64514503,8.421616657,0,-1.053037604,0,0,0,-2.588739961,0.4,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,-0.0735,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
-5.408935393,11.89599265,0.262268519,-5.126247047,0.724099365,14.05882353,285.208,0.473164935,0.261901739,1.529411765,2.411764706,32.24798261,10.61536025,2.383494442,-1.96862452,2.157463679,-2.243891984,7.906399278,-0.169362769,2.450644126,3.310716041,611.0856586,3.679880372,0.690226207,-1.27,0,0,0,9.141058334,10.02329115,12.08347825,4.794537184,18.23857366,18.16364988,5.098681808,11.33678588,0,7.047671983,0,26.38357931,27.26725676,0,9.780484743,17.17905045,10.5159542,0,0,9.940376391,13.17124514,0,11.33678588,30.28175997,21.86550032,0,0,0,0,107.41,31.24782773,26.38357931,0,11.33678588,4.681802935,7.047671983,0,0,0,10.09108654,5.138973738,57.46280577,0.262268519,12.72014503,8.039488497,0,-2.3493339,0,-5.126247047,0,-3.009126866,0.4,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,-0.8814,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
-4.744727495,12.37501561,0.198900227,-0.568495344,0.772957406,34,328.242,0.468712796,0.311086056,1.307692308,3,16.52523932,9.646026525,2.490732002,-2.50460444,2.488032029,-2.528563196,5.847460948,-0.159778349,3.049337387,1.522484473,844.893811,7.021976395,5.803663075,-1.85,14.82736887,0,0,0,0,5.969305288,9.694446915,0,0,0,18.19910121,49.14891714,29.68636574,25.1735108,14.63792753,16.87223022,0,9.883888252,17.75371814,37.82909371,20.19931035,0,0,0,0,0,47.26299768,15.95222176,17.75371814,36.56168518,0,10.90292493,65.56,6.103966388,9.901064579,0,17.80511738,18.3805685,32.35197768,29.27010196,0,0,34.14935653,4.736862954,5.042281762,0,18.62289574,11.82377708,3.958819733,0.054143702,8.83093896,3.1366515,2.095765464,1.434726054,0.571428571,5,1,2,3,1,5,0,2,3,1,1,1,2,0,0,5,2.6471,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-5.823908741,12.08488095,0.088479151,-1.340956633,0.862078325,12.89473684,252.141,0.47635485,0.359992113,1.421052632,2.736842105,16.69677686,10.14670241,2.206749114,-2.087456701,2.343939322,-2.222014818,5.911737856,0.068629285,2.839844219,2.429100338,749.8486452,2.951507732,2.055159697,-2.57,14.5802533,0,11.49902367,17.91566069,0,5.969305288,9.476340119,4.794537184,5.098681808,0,0,12.99010427,12.61112347,10.90292493,19.37479049,16.87223022,0,9.780484743,0,13.46849361,6.792942306,11.49902367,14.9025163,0,11.49902367,0,27.64925973,6.544756406,0,17.41220238,0,10.90292493,90.65,17.09202367,9.589074368,0,12.17916652,23.56048079,0,10.74817,6.066367068,6.9237372,5.098681808,14.5802533,11.89957105,0,23.12045659,13.12141054,-0.582902494,-0.374505858,3.140354308,0,2.342282533,0,0.25,7,0,1,1,1,0,0,1,2,2,0,0,0,0,0,3,0.8433,0,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-4.769551079,11.91519274,0.217589758,-1.208634259,0.849523695,10.70588235,220.143,0.477497013,0.340724877,1.470588235,2.764705882,16.36620625,10.15571613,2.139668647,-2.087686384,2.102661253,-2.189669653,5.912009278,0.06945906,2.28567803,2.946743973,658.5837076,2.631695422,1.753265614,-2.17,9.673627043,11.21062871,0,5.428790392,0,5.969305288,4.794537184,9.778515705,0,0,0,25.98020854,18.43552797,5.386224214,9.901064579,17.00270672,0,9.551078169,0,20.39223081,0,0,5.428790392,0,0,0,20.62691085,6.544756406,6.9237372,22.97565387,0,11.03340144,72.19,11.39809568,9.589074368,0,5.563451492,17.57815784,5.693927995,6.196843572,16.69983378,13.8474744,4.983978521,5.106527395,1.673796296,0,27.15973199,9.310701216,0.624424131,-1.208634259,3.327345049,1.346666667,4.265968915,0,0.25,5,0,0,0,2,0,0,1,2,2,0,0,0,0,0,2,1.42302,0,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-5.769551079,14.43240882,0.010986631,-1.328065193,0.863919065,15.13043478,303.188,0.477497013,0.340724893,1.434782609,2.739130435,19.14222904,10.15236439,2.208094295,-2.28524762,2.214183127,-2.439368671,5.9162111,0.069455645,2.554556529,2.243584852,827.562288,3.971247419,2.768278604,-2.48,19.89032538,11.21062871,11.63508362,5.428790392,0,5.969305288,4.794537184,14.16893075,0,0,0,12.99010427,38.9206256,5.386224214,14.29147963,22.8205695,0,14.86786677,0,13.46849361,31.07893535,0,15.64548873,10.20827783,0,0,46.80593648,6.544756406,5.817220841,17.28172588,0,11.03340144,87.46,17.21531652,13.97948942,0,16.76753848,25.28144644,19.15587988,6.196843572,4.567099648,11.82364693,10.30076712,5.106527395,15.99324523,0,29.58752206,12.29952006,-0.788550013,-1.739762567,1.097851474,1.26333727,4.953503156,0,0.4,7,0,1,1,2,0,0,2,3,3,0,1,1,0,0,3,0.6633,0,0,0,1,2,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-5.853871964,14.49490882,0.10012448,-1.300287416,0.891026298,15.13043478,301.192,0.477497024,0.340722851,1.347826087,2.652173913,19.14221518,10.09212392,2.19467009,-2.297210479,2.252222005,-2.434891098,5.931132393,0.069456534,2.554556529,2.243584852,825.4107594,4.177541915,2.961433451,-2.41,19.89032538,11.38067233,0,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,0,19.05647134,44.30684982,11.20408699,14.29147963,22.55961649,0,9.883888252,0,13.46849361,31.07893535,0,15.64548873,10.07780132,0,0,41.82195795,6.544756406,5.817220841,17.28172588,0,10.90292493,74.57,17.21531652,13.97948942,0,10.94967571,30.83835621,19.15587988,6.196843572,10.63346672,11.82364693,5.316788604,5.106527395,16.16685634,0,25.4353707,12.45881711,0.01179721,-1.7987209,2.805705782,1.32583727,5.261003156,0,0.375,6,0,1,1,1,0,0,2,2,3,0,1,1,0,0,3,1.2683,0,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
-5.970616222,14.60768519,0.137207814,-1.27510223,0.893229876,18.125,313.203,0.477497023,0.340723079,1.25,2.583333333,19.14221558,10.09018091,2.276383401,-2.2977441,2.377072792,-2.434891582,5.932587448,0.069455695,3.403898859,1.948598125,882.7602569,4.729110361,3.313857573,-2.41,19.89032538,11.38067233,0,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,0,24.97437738,43.80393424,11.20408699,14.29147963,22.55961649,0,9.883888252,0,18.88348407,31.07893535,0,15.64548873,10.07780132,0,0,41.82195795,0,5.817220841,29.24147275,0,10.90292493,74.57,17.21531652,19.08601681,0,16.99151654,24.2935998,25.93115606,12.26321064,6.066367068,9.467009379,5.316788604,0,16.43241048,0,25.71456571,12.6196285,0.159436099,-1.755300643,3.078098125,3.29053351,2.960628219,0,0.411764706,6,1,1,2,1,0,0,2,2,3,1,1,2,0,0,4,1.5833,0,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
-5.045275209,15.32022251,0.059850298,-1.301440712,0.818518297,24,377.246,0.492238337,0.340723118,1.310344828,2.75862069,19.14222126,9.942196447,2.37732682,-2.245597766,2.445371881,-2.402953727,5.967603298,0.069451348,3.452297117,1.729081682,1048.29786,6.488448088,4.953499965,-2.61,24.62718833,11.25083777,11.56673267,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,0,44.21231601,31.37003804,18.01272247,19.02834258,22.55961649,0,9.883888252,5.917906046,37.76696815,31.64397649,5.749511833,20.38235168,10.07780132,5.749511833,0,48.42883992,0,11.73512689,42.083116,0,10.90292493,83.8,17.21531652,14.69560176,4.390415048,16.99151654,35.45810211,38.7727993,19.37300818,4.567099648,4.899909731,5.316788604,4.736862954,22.78517778,0,26.35801711,13.01773807,-0.155361676,-1.067058467,1.616459227,5.404268066,2.396010099,1.478083113,0.523809524,7,1,2,3,1,2,0,2,3,4,1,2,3,0,0,5,2.3705,0,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
-5.537602002,14.98365316,0.043358791,-1.315329409,0.874739826,20.26923077,341.213,0.486916991,0.340723138,1.307692308,2.653846154,19.14222038,10.05254782,2.303971359,-2.365850277,2.415025944,-2.448220384,5.968800079,0.069401028,2.600812137,2.004088915,963.2881483,5.191841671,3.688770166,-2.61,24.21030946,17.85771973,11.56673267,5.428790392,0,5.969305288,4.794537184,9.184952232,0,0,0,20.03777625,32.3758692,16.94476576,19.02834258,22.55961649,0,9.467009379,0,12.96557803,44.7334893,5.749511833,15.06556308,10.07780132,5.749511833,0,60.37642163,0,5.817220841,23.3235667,0,10.90292493,75.01,17.21531652,19.08601681,0,23.5983985,30.04311164,19.15587988,6.196843572,4.567099648,18.87131891,4.899909731,4.736862954,22.55668344,0,28.08537166,9.36341054,-0.223816801,-1.542656507,0.994074442,1.342611961,5.07571034,2.015277596,0.444444444,7,0,2,2,1,1,0,1,3,2,0,1,1,0,0,4,1.544,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
